student_id,first_name,last_name,gender,email,department_id,cgpa
STU00533,Veronica,Casey,M,timothy75@example.net,DEP002,2.77
STU00534,Wayne,Price,F,anthonyharper@example.org,DEP003,2.63
STU00535,Paula,Osborne,M,stokesthomas@example.com,DEP002,2.07
STU00536,Katie,Key,F,craigsandoval@example.com,DEP004,3.66
STU00537,Amanda,Moody,M,gallagherstacie@example.net,DEP005,3.95
STU00538,Meghan,Salinas,F,savannah22@example.org,DEP002,3.08
STU00539,Brittany,Drake,M,robin05@example.net,DEP001,1.95
STU00540,Anne,Hart,M,marycochran@example.com,DEP003,3.8
STU00541,Amber,Thompson,M,davisjesse@example.org,DEP005,3.43
STU00542,Andrew,Woods,F,samantha32@example.com,DEP002,3.7
STU00543,Jennifer,Sellers,F,brian29@example.net,DEP002,4.18
STU00545,Craig,Turner,M,theresaoconnor@example.com,DEP005,2.55
STU00546,Latoya,Yu,F,grant89@example.com,DEP001,2.02
STU00547,Jeffrey,Chapman,M,nicholasgross@example.com,DEP004,2.62
STU00548,David,Daniel,M,xrosales@example.net,DEP002,2.81
STU00549,Antonio,Guzman,M,daniellegarcia@example.com,DEP005,2.9
STU00550,Donald,Mcgee,M,michaelflores@example.net,DEP001,3.79
STU00551,Nicole,Davis,M,sean43@example.org,DEP002,2.93
STU00553,Jessica,Costa,F,ysnyder@example.com,DEP004,4.05
STU00554,Amy,Garcia,F,kkramer@example.net,DEP005,3.93
STU00555,Katherine,Perez,M,cjones@example.com,DEP005,4.03
STU00556,Andrew,Green,F,jonesgeorge@example.com,DEP002,3.6
STU00557,Eugene,Jones,M,morgantricia@example.com,DEP005,1.99
STU00558,Janet,Reynolds,F,catherinehamilton@example.org,DEP002,3.01
STU00559,Craig,Harris,M,robertspencer@example.net,DEP001,3.65
STU00560,Amber,Guerrero,M,john06@example.net,DEP004,1.77
STU00561,Andrea,Henry,M,wardronald@example.com,DEP001,1.91
STU00562,Madison,Weber,M,bgonzalez@example.org,DEP004,2.11
STU00563,George,Carter,M,wellsdarrell@example.com,DEP001,2.37
STU00564,Thomas,Jacobson,F,christopher86@example.org,DEP005,3.29
STU00565,Nathan,James,M,seanbaker@example.com,DEP003,4.37
STU00566,Jose,Hood,F,hernandezheather@example.org,DEP005,2.6
STU00568,Angela,Randall,M,rsheppard@example.com,DEP005,3.11
STU00569,Ashley,Young,M,christian08@example.net,DEP005,3.58
STU00571,Stacy,Jackson,M,lindseymartinez@example.com,DEP004,2.93
STU00572,Christian,Vega,M,wendyburton@example.net,DEP004,2.5
STU00573,Jonathan,Bartlett,F,millerangela@example.net,DEP004,3.32
STU00574,Mark,Hill,F,astark@example.net,DEP003,3.24
STU00575,Cindy,Mills,F,jrodriguez@example.org,DEP005,2.7
STU00576,Ashley,Aguilar,F,buckleyanna@example.org,DEP005,2.32
STU00577,Kristi,Dillon,M,natalie46@example.net,DEP001,2.87
STU00578,Todd,Lynch,F,jacksonrichard@example.net,DEP001,1.72
STU00579,Charlotte,Steele,M,fosternatasha@example.net,DEP005,2.71
STU00582,Juan,Vasquez,F,comptonjeremy@example.com,DEP003,2.5
STU00583,Terri,Ramos,F,joseph69@example.net,DEP001,4.45
STU00586,Derek,York,M,thompsonnancy@example.org,DEP003,2.37
STU00587,Mary,Wright,M,xwilliams@example.net,DEP003,3.59
STU00588,James,Richardson,M,owagner@example.org,DEP004,4.61
STU00589,Erin,Allen,F,lwheeler@example.com,DEP003,4.15
STU00590,Brenda,Bailey,F,marygreen@example.net,DEP004,4.34
STU00592,Mercedes,Holland,M,josephortiz@example.org,DEP005,2.89
STU00593,Michelle,Coffey,F,wellsdavid@example.org,DEP004,2.42
STU00594,Carolyn,Smith,M,charlene44@example.com,DEP004,1.41
STU00595,Paula,York,M,dking@example.com,DEP004,2.48
STU00597,Yvonne,Levy,M,anna99@example.com,DEP005,3.28
STU00598,Kenneth,Rodriguez,F,rogersjoshua@example.com,DEP005,4.75
STU00602,Kathy,Yoder,M,rguerrero@example.org,DEP004,2.32
STU00605,Amanda,Glover,M,william28@example.org,DEP003,2.86
STU00606,Kelly,Ruiz,M,jessica82@example.net,DEP001,1.92
STU00607,Rachel,Pena,F,michaelgarner@example.com,DEP002,2.98
STU00608,Robert,Eaton,M,jorge47@example.org,DEP005,3.27
STU00609,Thomas,Delacruz,M,kennedyjames@example.org,DEP003,3.37
STU00610,Mikayla,James,M,robert22@example.org,DEP001,2.5
STU00611,Matthew,Benitez,M,tthomas@example.org,DEP002,3.51
STU00612,Kimberly,Freeman,M,lawrencebrown@example.com,DEP001,2.21
STU00613,Joshua,Juarez,M,barbaramoore@example.org,DEP004,1.86
STU00614,David,Hamilton,F,epowell@example.com,DEP001,2.29
STU00615,Adam,Ferguson,M,stephanie58@example.org,DEP004,2.17
STU00617,David,Reyes,M,gary04@example.com,DEP002,2.73
STU00618,Stephen,Meyer,F,ryan25@example.com,DEP005,2.79
STU00619,Michael,Lopez,M,osmith@example.net,DEP003,3.03
STU00620,Traci,Clark,M,lawrencegary@example.com,DEP001,3.59
STU00621,Jennifer,Conner,M,qmcdowell@example.net,DEP005,4.23
STU00622,Cindy,Wheeler,F,stanleydesiree@example.org,DEP004,3.53
STU00623,Brandon,Wilson,M,jjames@example.com,DEP004,2.74
STU00627,James,Baker,M,michaelortiz@example.org,DEP005,3.29
STU00628,Benjamin,Crawford,M,haleycastillo@example.org,DEP003,3.55
STU00629,Aaron,Powers,F,conleyelizabeth@example.org,DEP003,3.1
STU00630,Stacy,Chan,M,cummingscraig@example.com,DEP004,3.37
STU00631,Dawn,Bryant,F,joseph01@example.org,DEP005,3.85
STU00632,Morgan,Phelps,M,laurie56@example.net,DEP001,3.35
STU00635,Christopher,Briggs,M,danielross@example.com,DEP003,3.04
STU00636,Joseph,Cruz,M,pmarsh@example.org,DEP002,2.19
STU00637,Daniel,Horton,M,jarvismegan@example.org,DEP001,3.38
STU00638,Robert,Garza,M,ywhite@example.com,DEP001,1.99
STU00640,Nichole,Acosta,F,timothyfreeman@example.com,DEP005,4.6
STU00641,Scott,Brown,M,alexander89@example.net,DEP004,1.91
STU00642,Annette,Levine,F,april91@example.com,DEP003,2.95
STU00643,Dorothy,Wright,F,elizabeth62@example.net,DEP004,3.39
STU00644,Patricia,Salazar,M,schneidereric@example.com,DEP001,1.92
STU00646,Tara,Williams,M,andreagray@example.org,DEP001,3.05
STU00647,Christian,Wallace,F,fmiller@example.com,DEP005,3.06
STU00648,Leslie,Hooper,F,garciarobert@example.net,DEP003,2.31
STU00650,Emily,Clements,M,marcia37@example.com,DEP002,2.57
STU00651,Ann,Harvey,F,xmoran@example.net,DEP003,3.06
STU00653,Tamara,Carter,M,jacqueline02@example.com,DEP004,2.75
STU00654,Donald,Love,M,nrodriguez@example.org,DEP005,3.75
STU00655,Jacob,Conrad,F,ylewis@example.org,DEP005,5.0
STU00656,Jennifer,Rodriguez,M,owilliams@example.net,DEP004,3.45
STU00657,Brianna,Barton,M,lellis@example.net,DEP001,2.83
STU00658,Dennis,Porter,F,tranryan@example.net,DEP002,2.65
STU00661,Catherine,Morris,M,mbarnes@example.net,DEP004,3.09
STU00663,Tamara,Waller,M,iballard@example.com,DEP001,1.78
STU00664,Carrie,Tanner,M,megan85@example.net,DEP003,3.48
STU00665,Jillian,Spencer,M,jamesweber@example.com,DEP004,3.83
STU00666,Glenda,Morse,M,tinasantos@example.org,DEP004,3.25
STU00667,William,Benson,F,jennifer58@example.com,DEP005,3.2
STU00668,Brandi,Bender,M,icraig@example.com,DEP005,3.12
STU00669,Natalie,Henderson,F,millsanthony@example.org,DEP005,3.67
STU00671,John,Franco,M,james80@example.com,DEP001,2.99
STU00672,Lisa,Garcia,M,juliahoffman@example.org,DEP002,2.63
STU00673,William,Robles,F,heather06@example.com,DEP003,3.52
STU00674,Robert,French,F,tammy00@example.net,DEP004,2.75
STU00677,Shane,Lucero,M,lopezglenn@example.net,DEP002,2.51
STU00678,David,Williams,M,angela22@example.net,DEP004,3.08
STU00679,Meghan,Smith,F,jmckinney@example.org,DEP004,3.71
STU00681,Brent,Randolph,F,tracy98@example.com,DEP002,2.49
STU00682,Charles,Zimmerman,F,susanmeyer@example.net,DEP001,1.89
STU00683,Erik,Daniels,M,odavis@example.org,DEP003,2.41
STU00684,Elizabeth,Rivera,F,jeffery98@example.com,DEP003,2.61
STU00686,Rebecca,Austin,M,susanfleming@example.com,DEP001,2.22
STU00687,Patrick,Hogan,M,cruzamber@example.com,DEP003,4.1
STU00688,Angel,Black,M,willie87@example.com,DEP002,2.8
STU00689,Bradley,Villanueva,M,lukemiller@example.org,DEP002,3.48
STU00690,Gary,Huber,M,simsjason@example.net,DEP005,3.45
STU00691,Kim,Hancock,F,nhouston@example.net,DEP005,3.52
STU00693,Gina,Johnson,F,benjamin10@example.org,DEP004,2.73
STU00695,Bailey,Perez,F,rickey76@example.com,DEP005,2.76
STU00696,Leslie,Price,M,nicholsdarlene@example.net,DEP004,2.71
STU00697,Bryan,Reese,F,haynescharles@example.net,DEP001,2.33
STU00699,Kevin,Miller,M,qjames@example.org,DEP004,3.54
STU00700,Thomas,Ferguson,M,julierobles@example.net,DEP004,2.67
STU00701,Kenneth,Walters,M,erica50@example.net,DEP005,2.89
STU00702,Nancy,Thomas,M,smithcandice@example.net,DEP001,3.05
STU00703,Amy,Miller,F,kaitlinberger@example.com,DEP001,2.25
STU00705,James,White,F,yorksarah@example.net,DEP001,5.0
STU00706,Steven,Dunn,F,emily41@example.org,DEP001,3.08
STU00709,Kevin,Silva,F,lindsey62@example.org,DEP001,3.33
STU00710,Lawrence,Floyd,M,xhill@example.org,DEP003,2.65
STU00712,Tony,Rodriguez,M,wilkinsonmichele@example.org,DEP005,4.05
STU00713,Patricia,Gonzalez,M,lunapatricia@example.net,DEP004,2.9
STU00714,Crystal,Hess,M,nhammond@example.org,DEP002,2.89
STU00715,Andrea,Stephens,F,jvaldez@example.com,DEP002,2.64
STU00717,Randy,Shaw,F,melaniedrake@example.net,DEP001,2.74
STU00720,Kathleen,Hall,F,mike03@example.net,DEP003,1.77
STU00723,Ashley,Bennett,F,pdiaz@example.org,DEP004,1.99
STU00724,Zachary,Bennett,F,zacharygomez@example.com,DEP003,3.3
STU00725,Tommy,Olson,M,shawdon@example.org,DEP004,2.44
STU00726,Jerry,Robertson,M,jason22@example.com,DEP001,3.94
STU00728,Donna,Perry,F,jennifer77@example.com,DEP004,3.32
STU00729,Jason,Martin,F,cjohnson@example.org,DEP003,4.02
STU00730,Ashley,Martin,F,macdonalddylan@example.org,DEP003,3.55
STU00731,Jonathan,White,M,kgreene@example.net,DEP002,3.37
STU00732,Andrew,Ball,M,stacey37@example.net,DEP003,2.82
STU00733,Victoria,Dillon,F,jeffreyjenkins@example.org,DEP001,1.84
STU00734,Laura,Hoover,M,cindydixon@example.org,DEP001,3.34
STU00737,Gabrielle,Serrano,F,thompsonrachel@example.net,DEP002,2.95
STU00738,Benjamin,Bowers,F,davisdonna@example.net,DEP001,3.53
STU00739,Amber,Smith,M,xboyd@example.org,DEP002,3.4
STU00741,Brianna,Figueroa,M,colemanjonathan@example.org,DEP004,3.38
STU00742,Renee,Miller,M,ascott@example.net,DEP002,3.85
STU00743,Julia,Smith,F,meyernicholas@example.org,DEP001,2.53
STU00744,Gwendolyn,Stewart,M,daniel69@example.com,DEP001,2.42
STU00745,Jose,Herrera,F,cheryl63@example.com,DEP002,2.63
STU00746,Andrea,Grant,F,mitchellpeters@example.com,DEP001,3.01
STU00750,Linda,Morrow,F,bfrost@example.org,DEP001,3.06
STU00751,Caleb,Walker,M,lynchjenny@example.com,DEP001,4.0
STU00752,Christina,Meyer,M,bautistalori@example.net,DEP002,1.99
STU00753,Troy,Smith,F,james98@example.net,DEP002,3.87
STU00754,Holly,Gilbert,F,warddiana@example.org,DEP001,3.26
STU00755,Christopher,Hill,M,zgomez@example.com,DEP001,3.03
STU00756,Brenda,Holmes,F,calhounandrea@example.net,DEP005,3.08
STU00757,Maria,Herman,F,michael43@example.net,DEP005,2.27
STU00758,Sylvia,Gibson,M,qandrews@example.org,DEP003,3.25
STU00759,Richard,Rodriguez,F,gordonmatthew@example.org,DEP002,3.14
STU00760,Leah,Frye,M,heather69@example.com,DEP005,2.12
STU00763,Jacqueline,Mcbride,F,hmoses@example.net,DEP005,3.11
STU00766,Emily,Nicholson,M,spencergregory@example.com,DEP003,3.18
STU00767,Michael,Shannon,M,ian37@example.net,DEP001,3.32
STU00768,James,Moss,M,jamie33@example.net,DEP004,2.96
STU00770,Travis,Smith,F,charlesnathan@example.com,DEP003,4.3
STU00771,Travis,Galloway,F,travis84@example.com,DEP003,3.47
STU00772,Jeffrey,Ray,M,foxrodney@example.net,DEP001,3.11
STU00773,Antonio,Reed,M,stephenmartinez@example.net,DEP001,3.83
STU00775,Alexander,Clark,M,nguyenchloe@example.com,DEP004,3.27
STU00776,Jacob,Baker,F,thomas95@example.com,DEP004,3.53
STU00777,Ivan,Coleman,M,xhaynes@example.com,DEP001,2.69
STU00778,Melissa,Ramirez,M,ashleykrause@example.net,DEP001,3.54
STU00779,Jeremy,Garcia,M,linda86@example.com,DEP001,4.14
STU00780,James,Marsh,F,thomassmith@example.com,DEP003,2.59
STU00781,Victor,Cowan,M,kristen44@example.net,DEP003,3.79
STU00782,Michele,Williams,M,vaughnbrian@example.com,DEP005,3.03
STU00783,Thomas,Soto,F,qgarner@example.com,DEP002,3.67
STU00785,Michelle,Mccarty,M,barbarasantos@example.net,DEP003,4.32
STU00788,Lindsey,Rogers,M,esweeney@example.org,DEP002,1.44
STU00789,Fernando,Perez,F,denise49@example.net,DEP001,3.86
STU00790,Randall,Barron,M,julie87@example.com,DEP005,1.73
STU00791,Gary,Dickerson,F,jessicastanley@example.net,DEP001,3.77
STU00792,Jackie,Miller,M,randydavis@example.com,DEP002,2.54
STU00793,Amy,Johnson,M,fwarren@example.org,DEP004,2.47
STU00795,Justin,Sims,F,alisonjackson@example.org,DEP003,4.32
STU00796,Elizabeth,Dalton,M,michelle78@example.com,DEP002,3.42
STU00797,Amy,Taylor,M,brittanybryant@example.net,DEP001,3.21
STU00798,Cynthia,Elliott,F,regina78@example.org,DEP003,2.28
STU00799,Linda,Ramos,F,robert24@example.org,DEP004,3.48
STU00800,Aaron,Ochoa,M,mauriceharrison@example.org,DEP001,3.58
STU00802,Lauren,Harper,F,kelleyjacob@example.net,DEP003,3.66
STU00803,Samuel,Wright,M,oclayton@example.com,DEP001,3.89
STU00805,Jacob,Jones,F,keithwalsh@example.net,DEP005,3.14
STU00806,Shawn,Graves,F,blopez@example.org,DEP001,3.13
STU00808,Jacob,Garcia,F,david70@example.org,DEP004,2.31
STU00810,Whitney,Ford,M,riveramegan@example.org,DEP001,3.25
STU00812,Lisa,Clayton,M,villegasjennifer@example.com,DEP003,4.2
STU00813,Kelsey,Ramos,M,gonzalezjill@example.org,DEP005,4.16
STU00814,Adriana,Hendrix,F,tprice@example.com,DEP004,2.31
STU00815,Eric,Chandler,F,kingdanielle@example.org,DEP002,3.02
STU00816,Michael,Williams,F,teresayoung@example.com,DEP004,3.14
STU00817,Mark,Jackson,M,brenda63@example.org,DEP003,2.88
STU00818,Tanya,Perkins,F,jbarker@example.com,DEP005,2.7
STU00819,Kelli,Wright,F,ndavis@example.com,DEP002,3.04
STU00821,Amanda,Rodriguez,M,jhall@example.net,DEP004,5.0
STU00823,Nicholas,Ramsey,M,rachel77@example.net,DEP004,2.37
STU00824,Kenneth,Terry,M,ashleystephens@example.com,DEP003,2.86
STU00826,Marie,Rocha,M,caseymoore@example.com,DEP005,4.89
STU00827,Lori,Weaver,M,osmith@example.net,DEP002,3.0
STU00828,Nicholas,Lopez,M,harveymichael@example.net,DEP001,3.15
STU00829,John,Le,M,rlee@example.com,DEP004,1.31
STU00830,Katie,Moore,M,marcus51@example.org,DEP002,3.42
STU00832,Todd,Garcia,M,hbarrett@example.net,DEP003,3.85
STU00833,Jacqueline,Scott,M,jeffrey10@example.org,DEP004,2.71
STU00834,Diana,Hebert,M,mcdonalddanielle@example.com,DEP004,3.23
STU00835,Angela,Hurley,M,yshort@example.net,DEP005,3.06
STU00839,Paul,Lee,M,ashleymeza@example.net,DEP003,2.63
STU00840,Kara,Perry,M,mirandabarbara@example.net,DEP004,2.46
STU00841,Stephen,Ortega,M,jacksonhenry@example.com,DEP002,2.67
STU00843,Victoria,Nguyen,M,robert65@example.net,DEP005,2.65
STU00844,John,Gardner,M,vcannon@example.com,DEP005,3.27
STU00846,Caitlin,Holmes,F,adam33@example.com,DEP005,1.25
STU00848,Hannah,Hill,M,clintonstevens@example.org,DEP005,3.16
STU00849,Devon,Richardson,F,jesseshepherd@example.org,DEP001,3.89
STU00850,Ashley,Carroll,F,jessicacummings@example.com,DEP003,3.72
STU00851,Gerald,Petersen,M,larsonkevin@example.net,DEP003,4.27
STU00853,Kimberly,Weeks,M,michael66@example.org,DEP001,3.26
STU00854,Molly,Perez,M,walterscrystal@example.org,DEP004,4.43
STU00855,Kevin,Williams,F,markwolfe@example.org,DEP003,2.72
STU00856,Brent,Dennis,M,wmaddox@example.net,DEP004,3.22
STU00858,David,Miller,M,kelleyjose@example.com,DEP001,2.83
STU00860,David,Taylor,F,tonypearson@example.org,DEP001,1.57
STU00861,Ann,Shea,M,johnadams@example.com,DEP005,2.56
STU00862,Marcus,Glass,F,rodriguezrobert@example.com,DEP004,3.39
STU00863,Michael,Flores,F,carrillogary@example.com,DEP001,2.85
STU00864,Christina,Branch,M,chanson@example.org,DEP002,2.25
STU00866,Brian,Rush,M,mistywilkins@example.org,DEP001,2.31
STU00867,Matthew,Brock,F,shannon05@example.org,DEP003,3.55
STU00868,Jody,Lewis,M,ana92@example.net,DEP003,3.44
STU00869,Holly,Smith,F,scottbrian@example.org,DEP001,2.12
STU00870,Kristina,Williamson,F,marshallsierra@example.org,DEP003,3.78
STU00871,Paul,Nelson,M,michelle04@example.net,DEP004,2.89
STU00872,Paul,Whitney,F,mckeetodd@example.net,DEP003,3.74
STU00873,Amanda,Lopez,F,tcastro@example.org,DEP004,3.48
STU00874,Bernard,Nielsen,M,matthew62@example.org,DEP001,2.93
STU00875,Michael,Bell,F,joel84@example.org,DEP005,3.78
STU00876,Connie,Johns,M,raymondstacy@example.org,DEP001,3.55
STU00877,Edward,Prince,M,christopherreyes@example.net,DEP005,3.33
STU00878,Cheyenne,Garrett,F,robertberry@example.com,DEP004,3.3
STU00879,Tara,Browning,M,shane23@example.net,DEP004,2.34
STU00880,Dillon,Weaver,M,michelleparker@example.net,DEP004,2.79
STU00882,Russell,Stout,M,dianacunningham@example.org,DEP005,4.03
STU00883,Lonnie,Grant,F,whitemary@example.org,DEP002,4.37
STU00884,Jessica,Cannon,F,tali@example.com,DEP002,3.27
STU00886,Jack,Farmer,M,catherine93@example.net,DEP001,3.76
STU00887,Jesse,Mcdaniel,M,christopher72@example.net,DEP003,3.46
STU00888,Meghan,Harrison,M,jack67@example.com,DEP001,3.22
STU00889,Devin,Lee,M,ortiztanya@example.com,DEP001,2.05
STU00890,Stephanie,Walker,F,katherinejones@example.com,DEP005,2.0
STU00891,Michelle,Burns,M,michelle36@example.com,DEP005,2.38
STU00892,Kimberly,Franklin,M,zcortez@example.net,DEP005,4.05
STU00893,Sheila,Armstrong,M,meyershannon@example.org,DEP004,2.02
STU00894,Natalie,Sanchez,M,cterrell@example.net,DEP001,3.33
STU00895,Paul,Hubbard,M,leescott@example.com,DEP004,3.63
STU00896,Kim,Mitchell,M,robertoaustin@example.org,DEP003,2.92
STU00897,Hannah,Mckee,F,cgallegos@example.org,DEP003,2.79
STU00898,Jennifer,Wilson,M,phillipmorris@example.org,DEP003,2.5
STU00900,Heather,Meadows,F,jennifermartinez@example.org,DEP004,3.09
STU00902,Cheryl,Moore,F,kwilliams@example.com,DEP004,2.93
STU00903,Ariana,Keller,M,fernandothomas@example.net,DEP005,1.82
STU00905,Jessica,Woodward,M,courtney12@example.org,DEP001,3.7
STU00906,Adam,Cannon,F,ellismelissa@example.net,DEP002,3.28
STU00910,Jack,Brown,F,benjamin09@example.net,DEP005,1.32
STU00911,Kenneth,Knapp,F,rodriguezvictoria@example.org,DEP003,3.59
STU00912,Emily,Carr,M,tammycurry@example.com,DEP003,2.99
STU00914,Kevin,Richardson,F,wwilkins@example.com,DEP002,3.63
STU00917,Jason,Clark,F,rodriguezjessica@example.net,DEP001,3.06
STU00918,Allison,Miller,F,ronald54@example.net,DEP003,2.74
STU00919,Barbara,Hanson,M,christinacrawford@example.net,DEP004,1.93
STU00920,Crystal,Vasquez,M,nicolehall@example.com,DEP002,1.97
STU00921,Tiffany,Smith,M,marshalllaura@example.net,DEP001,3.22
STU00922,Melanie,Marsh,M,vgutierrez@example.com,DEP003,2.13
STU00923,Ann,Walsh,M,davidsonhannah@example.com,DEP001,2.65
STU00925,William,Nguyen,M,wilsonmathew@example.com,DEP003,1.92
STU00926,Jennifer,Gilbert,F,collierjames@example.com,DEP002,4.02
STU00927,Sandra,Mendoza,M,probles@example.org,DEP003,2.25
STU00929,Kevin,Hardy,M,angela03@example.net,DEP004,0.99
STU00930,Gina,Marsh,F,carl24@example.org,DEP005,2.76
STU00931,Matthew,Brooks,F,ashleyprice@example.net,DEP002,2.12
STU00933,Robert,Crawford,M,nathangallegos@example.com,DEP002,2.42
STU00936,James,Mclean,F,kimberly21@example.net,DEP003,2.72
STU00937,Erica,Anderson,F,stevensjennifer@example.net,DEP003,2.59
STU00938,Darrell,Collins,F,mcdanielbrooke@example.org,DEP003,2.36
STU00939,Mathew,Small,F,meyerdonna@example.com,DEP004,3.67
STU00940,Andrew,Blake,M,manuellee@example.com,DEP005,2.15
STU00941,Amanda,Mejia,F,nelsoneric@example.org,DEP005,2.53
STU00942,Alexis,Dean,M,clarkmichael@example.com,DEP004,2.29
STU00943,Joseph,Harding,F,audrey21@example.com,DEP002,2.87
STU00944,Christina,Morgan,M,bwilliams@example.com,DEP005,4.61
STU00945,Rebecca,Williams,F,bbrown@example.com,DEP002,1.72
STU00946,Harold,Carlson,M,tjensen@example.com,DEP002,2.91
STU00947,Lisa,Marquez,F,beltrankatelyn@example.com,DEP002,3.22
STU00948,Ashley,Davis,M,tdavis@example.net,DEP004,3.27
STU00949,Deanna,Miranda,F,ohall@example.org,DEP004,1.81
STU00950,Michelle,Jensen,F,philip55@example.com,DEP004,2.86
STU00951,Tony,Jones,F,bellsteven@example.org,DEP001,3.13
STU00952,Justin,Bailey,M,williamsullivan@example.net,DEP005,3.38
STU00955,Carl,Clark,M,bmueller@example.net,DEP001,3.5
STU00956,Kristin,Stephens,M,gilbertcaldwell@example.net,DEP003,2.18
STU00957,Sarah,Andrews,M,mwilson@example.com,DEP002,3.23
STU00958,Mark,Davis,M,zthompson@example.org,DEP004,2.71
STU00961,Lisa,Clay,F,shermandonna@example.com,DEP001,2.07
STU00962,Amanda,Price,F,rgonzalez@example.com,DEP003,3.13
STU00963,Kevin,Bauer,M,samantha65@example.org,DEP001,2.03
STU00965,Mike,Dunn,F,smithann@example.com,DEP003,2.32
STU00966,Daniel,Campbell,F,youngjacqueline@example.com,DEP002,2.67
STU00967,Colleen,Joseph,M,ijames@example.org,DEP001,2.07
STU00969,Mary,Moore,M,dennisjones@example.org,DEP005,2.77
STU00970,Douglas,Dyer,M,iproctor@example.org,DEP001,2.04
STU00971,Derrick,Shaffer,M,senglish@example.net,DEP002,3.01
STU00972,Sarah,Hanson,M,jhicks@example.com,DEP003,3.47
STU00973,Paul,Perez,F,kjacobs@example.com,DEP004,3.75
STU00974,Melanie,Young,M,robert89@example.com,DEP001,2.28
STU00975,Arthur,Johnson,M,hbush@example.net,DEP002,1.66
STU00976,Timothy,Vaughn,M,jessicafox@example.com,DEP001,2.95
STU00977,Steven,Miller,M,sanchezcrystal@example.net,DEP004,2.68
STU00978,Susan,Miller,M,chloe58@example.org,DEP001,3.35
STU00979,Taylor,Hunt,M,vberry@example.com,DEP003,3.25
STU00983,Lisa,Weber,M,todd28@example.org,DEP001,3.59
STU00984,Melissa,Ramirez,M,christinahill@example.com,DEP002,3.53
STU00985,Alexis,Rodriguez,F,reneestevenson@example.net,DEP004,3.46
STU00987,Lauren,Atkins,M,tracey29@example.org,DEP001,1.99
STU00988,Mary,Mullins,F,ptownsend@example.net,DEP005,2.1
STU00989,Scott,Walsh,F,beckywilkinson@example.org,DEP004,3.1
STU00990,Dawn,Campos,M,williamssteven@example.com,DEP002,2.19
STU00991,Kevin,Reese,F,noahthornton@example.com,DEP001,3.09
STU00992,Jose,Moreno,M,zsmith@example.com,DEP001,2.7
STU00994,Stephanie,Reynolds,F,matthew41@example.com,DEP003,1.94
STU00995,Destiny,Myers,M,jessicachapman@example.org,DEP002,2.87
STU00996,April,Byrd,F,lawrencesmith@example.org,DEP004,3.78
STU00998,Connor,Garcia,M,ubell@example.com,DEP004,3.19
STU00999,Johnathan,Johnson,F,brownbrooke@example.org,DEP003,2.8
